,Entrance,Clearing
474,2019-01-29 09:13:00,2019-01-29 09:16:00
475,2019-01-29 10:08:00,2019-01-29 10:11:00
476,2019-01-29 15:30:00,2019-01-29 15:33:00
477,2019-01-31 10:35:00,2019-01-31 10:38:00
478,2019-02-01 10:56:00,2019-02-01 10:59:00
479,2019-02-18 14:22:00,2019-02-18 14:25:00
480,2019-02-19 09:18:00,2019-02-19 09:21:00
481,2019-02-21 09:34:00,2019-02-21 09:37:00
482,2019-02-26 10:52:00,2019-02-26 10:55:00
483,2019-02-28 15:05:00,2019-02-28 15:08:00
484,2019-02-28 15:33:00,2019-02-28 15:45:00
485,2019-03-04 15:23:00,2019-03-04 15:26:00
486,2019-03-06 09:12:00,2019-03-06 09:15:00
487,2019-03-06 09:43:00,2019-03-06 09:46:00
488,2019-03-07 14:41:00,2019-03-07 14:44:00
489,2019-03-08 10:08:00,2019-03-08 10:11:00
490,2019-03-11 09:27:00,2019-03-11 09:30:00
491,2019-03-12 13:01:00,2019-03-12 13:02:00
492,2019-03-12 14:31:00,2019-03-12 14:34:00
493,2019-03-13 09:43:00,2019-03-13 09:46:00
494,2019-03-13 10:47:00,2019-03-13 10:50:00
495,2019-03-13 14:14:00,2019-03-13 14:17:00
496,2019-03-14 13:06:00,2019-03-14 13:09:00
497,2019-03-15 09:16:00,2019-03-15 09:18:00
498,2019-03-15 09:30:00,2019-03-15 09:33:00
499,2019-03-15 12:26:00,2019-03-15 12:29:00
500,2019-03-18 09:07:00,2019-03-18 09:10:00
501,2019-03-18 13:56:00,2019-03-18 13:59:00
502,2019-03-19 10:32:00,2019-03-19 10:35:00
503,2019-03-20 09:27:00,2019-03-20 09:30:00
504,2019-03-21 09:54:00,2019-03-21 09:57:00
505,2019-03-25 09:31:00,2019-03-25 09:34:00
506,2019-03-25 10:05:00,2019-03-25 10:08:00
507,2019-03-25 13:51:00,2019-03-25 13:54:00
508,2019-03-27 14:27:00,2019-03-27 14:30:00
509,2019-03-28 09:07:00,2019-03-28 09:10:00
510,2019-03-28 09:44:00,2019-03-28 09:47:00
511,2019-03-29 10:16:00,2019-03-29 10:19:00
512,2019-04-01 09:23:00,2019-04-01 09:26:00
513,2019-04-01 15:23:00,2019-04-01 15:26:00
514,2019-04-02 09:22:00,2019-04-02 09:25:00
515,2019-04-05 10:01:00,2019-04-05 10:04:00
516,2019-04-05 11:01:00,2019-04-05 11:02:00
517,2019-04-08 12:17:00,2019-04-08 12:20:00
518,2019-04-08 14:30:00,2019-04-08 14:33:00
519,2019-04-09 10:22:00,2019-04-09 10:25:00
520,2019-04-18 15:01:00,2019-04-18 15:04:00
521,2019-04-25 09:15:00,2019-04-25 09:18:00
522,2019-04-26 09:29:00,2019-04-26 09:32:00
523,2019-05-07 15:26:00,2019-05-07 15:29:00
524,2019-05-09 15:17:00,2019-05-09 15:20:00
525,2019-05-10 11:20:00,2019-05-10 11:23:00
526,2019-05-10 12:18:00,2019-05-10 12:21:00
527,2019-05-10 13:01:00,2019-05-10 13:03:00
528,2019-05-14 09:46:00,2019-05-14 09:49:00
529,2019-05-14 15:25:00,2019-05-14 15:28:00
530,2019-05-15 11:10:00,2019-05-15 11:13:00
531,2019-05-16 09:38:00,2019-05-16 09:41:00
532,2019-05-17 11:46:00,2019-05-17 11:49:00
533,2019-05-17 12:33:00,2019-05-17 12:36:00
534,2019-05-20 09:43:00,2019-05-20 09:46:00
535,2019-05-20 11:25:00,2019-05-20 11:28:00
536,2019-05-21 10:04:00,2019-05-21 10:07:00
537,2019-05-21 14:04:00,2019-05-21 14:07:00
538,2019-05-21 14:49:00,2019-05-21 14:52:00
539,2019-05-22 09:31:00,2019-05-22 09:32:00
540,2019-05-24 09:31:00,2019-05-24 09:34:00
541,2019-05-24 11:09:00,2019-05-24 11:12:00
542,2019-05-29 09:16:00,2019-05-29 09:19:00
543,2019-05-29 09:43:00,2019-05-29 09:46:00
544,2019-05-29 15:03:00,2019-05-29 15:06:00
545,2019-05-30 10:01:00,2019-05-30 10:04:00
546,2019-05-30 10:53:00,2019-05-30 10:56:00
547,2019-06-03 11:15:00,2019-06-03 11:18:00
548,2019-06-10 09:19:00,2019-06-10 09:22:00
549,2019-06-12 09:28:00,2019-06-12 09:31:00
550,2019-06-13 11:01:00,2019-06-13 11:04:00
551,2019-06-25 09:26:00,2019-06-25 09:29:00
552,2019-06-26 13:04:00,2019-06-26 13:07:00
553,2019-06-27 15:05:00,2019-06-27 15:06:00
554,2019-06-27 15:29:00,2019-06-27 15:32:00
555,2019-06-28 09:16:00,2019-06-28 09:19:00
556,2019-06-28 09:45:00,2019-06-28 09:48:00
557,2019-06-28 10:01:00,2019-06-28 10:04:00
558,2019-07-01 09:53:00,2019-07-01 09:56:00
559,2019-07-01 10:26:00,2019-07-01 10:29:00
560,2019-07-02 09:09:00,2019-07-02 09:12:00
561,2019-07-02 13:30:00,2019-07-02 13:33:00
562,2019-07-04 09:21:00,2019-07-04 09:24:00
563,2019-07-04 11:07:00,2019-07-04 11:10:00
564,2019-07-04 11:48:00,2019-07-04 11:51:00
565,2019-07-08 09:08:00,2019-07-08 09:11:00
566,2019-07-08 10:47:00,2019-07-08 10:50:00
567,2019-07-09 10:30:00,2019-07-09 10:33:00
568,2019-07-09 11:18:00,2019-07-09 11:21:00
569,2019-07-09 12:03:00,2019-07-09 12:06:00
570,2019-07-10 09:22:00,2019-07-10 09:25:00
571,2019-07-10 10:47:00,2019-07-10 10:50:00
572,2019-07-10 14:16:00,2019-07-10 14:19:00
573,2019-07-11 10:11:00,2019-07-11 10:14:00
574,2019-07-12 09:25:00,2019-07-12 09:28:00
575,2019-07-12 13:38:00,2019-07-12 13:41:00
576,2019-07-12 13:58:00,2019-07-12 14:01:00
577,2019-07-16 09:59:00,2019-07-16 10:02:00
578,2019-07-16 10:29:00,2019-07-16 10:32:00
579,2019-07-17 09:30:00,2019-07-17 09:33:00
580,2019-07-17 09:48:00,2019-07-17 09:51:00
581,2019-07-18 09:32:00,2019-07-18 09:35:00
582,2019-07-18 11:31:00,2019-07-18 11:34:00
583,2019-07-25 11:08:00,2019-07-25 11:11:00
584,2019-07-25 14:35:00,2019-07-25 14:38:00
585,2019-07-26 09:33:00,2019-07-26 09:36:00
586,2019-07-29 09:53:00,2019-07-29 09:56:00
587,2019-07-29 14:23:00,2019-07-29 14:26:00
588,2019-07-30 14:49:00,2019-07-30 14:50:00
589,2019-07-30 15:28:00,2019-07-30 15:31:00
590,2019-07-31 09:38:00,2019-07-31 09:41:00
591,2019-07-31 15:27:00,2019-07-31 15:30:00
592,2019-08-01 09:34:00,2019-08-01 09:37:00
593,2019-08-01 14:56:00,2019-08-01 14:59:00
594,2019-08-02 10:18:00,2019-08-02 10:21:00
595,2019-08-02 11:24:00,2019-08-02 11:27:00
596,2019-08-02 15:26:00,2019-08-02 15:29:00
597,2019-08-05 09:57:00,2019-08-05 10:00:00
598,2019-08-05 10:14:00,2019-08-05 10:15:00
599,2019-08-05 10:43:00,2019-08-05 10:44:00
600,2019-08-06 12:12:00,2019-08-06 12:15:00
601,2019-08-06 13:47:00,2019-08-06 13:49:00
602,2019-08-06 15:00:00,2019-08-06 15:01:00
603,2019-08-07 09:27:00,2019-08-07 09:30:00
604,2019-08-07 10:44:00,2019-08-07 10:47:00
605,2019-08-07 11:35:00,2019-08-07 11:38:00
606,2019-08-08 09:50:00,2019-08-08 09:53:00
607,2019-08-08 11:44:00,2019-08-08 11:47:00
608,2019-08-08 12:20:00,2019-08-08 12:23:00
609,2019-08-09 09:24:00,2019-08-09 09:27:00
610,2019-08-12 09:23:00,2019-08-12 09:26:00
611,2019-08-12 10:55:00,2019-08-12 10:58:00
612,2019-08-13 11:08:00,2019-08-13 11:11:00
613,2019-08-13 15:31:00,2019-08-13 15:34:00
614,2019-08-14 09:23:00,2019-08-14 09:26:00
615,2019-08-14 10:06:00,2019-08-14 10:09:00
616,2019-08-21 11:32:00,2019-08-21 11:35:00
617,2019-08-21 12:20:00,2019-08-21 12:23:00
618,2019-08-22 09:55:00,2019-08-22 09:58:00
619,2019-08-22 11:16:00,2019-08-22 11:19:00
620,2019-08-22 14:34:00,2019-08-22 14:37:00
621,2019-08-26 09:55:00,2019-08-26 09:58:00
622,2019-08-26 11:06:00,2019-08-26 11:09:00
623,2019-08-26 11:28:00,2019-08-26 11:31:00
624,2019-08-27 14:21:00,2019-08-27 14:24:00
625,2019-08-28 10:48:00,2019-08-28 10:51:00
626,2019-08-29 10:08:00,2019-08-29 10:11:00
627,2019-08-29 11:08:00,2019-08-29 11:11:00
628,2019-08-29 14:59:00,2019-08-29 15:02:00
629,2019-08-30 09:44:00,2019-08-30 09:46:00
630,2019-08-30 15:29:00,2019-08-30 15:32:00
631,2019-09-03 12:23:00,2019-09-03 12:26:00
633,2019-09-05 14:51:00,2019-09-05 14:54:00
634,2019-09-06 09:43:00,2019-09-06 09:46:00
635,2019-09-10 10:49:00,2019-09-10 10:52:00
636,2019-09-10 14:14:00,2019-09-10 14:17:00
637,2019-09-17 09:11:00,2019-09-17 09:14:00
638,2019-09-17 14:30:00,2019-09-17 14:33:00
639,2019-09-18 09:32:00,2019-09-18 09:35:00
640,2019-09-18 14:58:00,2019-09-18 15:01:00
641,2019-09-19 12:52:00,2019-09-19 12:55:00
642,2019-09-20 09:25:00,2019-09-20 09:28:00
643,2019-09-20 10:38:00,2019-09-20 10:41:00
644,2019-09-24 09:46:00,2019-09-24 09:49:00
645,2019-09-25 09:25:00,2019-09-25 09:26:00
646,2019-09-25 14:04:00,2019-09-25 14:07:00
647,2019-09-25 15:11:00,2019-09-25 15:14:00
648,2019-09-26 10:45:00,2019-09-26 10:48:00
649,2019-09-26 12:41:00,2019-09-26 12:44:00
650,2019-09-26 14:11:00,2019-09-26 14:14:00
651,2019-09-27 10:56:00,2019-09-27 10:59:00
652,2019-09-30 09:44:00,2019-09-30 09:47:00
653,2019-10-01 09:31:00,2019-10-01 09:34:00
654,2019-10-01 14:42:00,2019-10-01 14:45:00
655,2019-10-02 13:58:00,2019-10-02 14:01:00
656,2019-10-02 15:02:00,2019-10-02 15:05:00
657,2019-10-04 09:48:00,2019-10-04 09:51:00
658,2019-10-07 10:08:00,2019-10-07 10:11:00
659,2019-10-07 15:34:00,2019-10-07 15:45:00
660,2019-10-08 13:36:00,2019-10-08 13:39:00
661,2019-10-10 09:29:00,2019-10-10 09:32:00
662,2019-10-10 10:00:00,2019-10-10 10:03:00
663,2019-10-10 11:15:00,2019-10-10 11:17:00
664,2019-10-11 11:44:00,2019-10-11 11:45:00
665,2019-10-14 09:35:00,2019-10-14 09:38:00
666,2019-10-14 14:27:00,2019-10-14 14:30:00
667,2019-10-16 10:06:00,2019-10-16 10:09:00
668,2019-10-18 09:51:00,2019-10-18 09:54:00
669,2019-10-22 14:42:00,2019-10-22 14:43:00
670,2019-10-22 15:08:00,2019-10-22 15:11:00
671,2019-10-24 10:07:00,2019-10-24 10:10:00
672,2019-10-24 10:45:00,2019-10-24 10:48:00
673,2019-10-24 12:36:00,2019-10-24 12:39:00
674,2019-10-25 09:23:00,2019-10-25 09:26:00
675,2019-10-25 10:01:00,2019-10-25 10:04:00
676,2019-10-25 10:19:00,2019-10-25 10:22:00
677,2019-10-28 09:46:00,2019-10-28 09:49:00
678,2019-10-29 12:33:00,2019-10-29 12:36:00
679,2019-11-01 13:58:00,2019-11-01 14:01:00
680,2019-11-01 15:11:00,2019-11-01 15:14:00
681,2019-11-05 10:02:00,2019-11-05 10:05:00
682,2019-11-07 14:40:00,2019-11-07 14:43:00
683,2019-11-08 10:26:00,2019-11-08 10:29:00
684,2019-11-14 13:55:00,2019-11-14 13:58:00
685,2019-11-18 09:11:00,2019-11-18 09:14:00
686,2019-11-20 10:23:00,2019-11-20 10:26:00
687,2019-11-20 14:01:00,2019-11-20 14:04:00
688,2019-11-20 14:19:00,2019-11-20 14:22:00
689,2019-11-21 09:37:00,2019-11-21 09:39:00
690,2019-11-21 10:01:00,2019-11-21 10:04:00
691,2019-11-21 10:46:00,2019-11-21 10:49:00
692,2019-11-22 09:28:00,2019-11-22 09:31:00
693,2019-11-22 10:19:00,2019-11-22 10:22:00
694,2019-11-22 11:39:00,2019-11-22 11:42:00
695,2019-11-26 15:16:00,2019-11-26 15:19:00
696,2019-11-27 09:15:00,2019-11-27 09:18:00
697,2019-11-27 09:42:00,2019-11-27 09:45:00
698,2019-11-28 09:42:00,2019-11-28 09:45:00
699,2019-11-28 09:58:00,2019-11-28 10:00:00
700,2019-11-29 09:20:00,2019-11-29 09:23:00
701,2019-11-29 10:08:00,2019-11-29 10:11:00
702,2019-11-29 11:03:00,2019-11-29 11:06:00
703,2019-12-02 09:44:00,2019-12-02 09:47:00
704,2019-12-02 10:25:00,2019-12-02 10:28:00
705,2019-12-02 11:06:00,2019-12-02 11:09:00
706,2019-12-03 09:33:00,2019-12-03 09:36:00
707,2019-12-03 10:21:00,2019-12-03 10:24:00
708,2019-12-03 10:41:00,2019-12-03 10:44:00
709,2019-12-04 10:22:00,2019-12-04 10:25:00
710,2019-12-04 12:11:00,2019-12-04 12:14:00
711,2019-12-05 12:46:00,2019-12-05 12:49:00
712,2019-12-06 14:40:00,2019-12-06 14:43:00
713,2019-12-09 09:27:00,2019-12-09 09:30:00
714,2019-12-10 09:26:00,2019-12-10 09:29:00
715,2019-12-11 09:46:00,2019-12-11 09:49:00
716,2019-12-12 12:00:00,2019-12-12 12:03:00
717,2019-12-13 14:34:00,2019-12-13 14:37:00
718,2019-12-17 09:11:00,2019-12-17 09:14:00
719,2019-12-18 10:03:00,2019-12-18 10:06:00
720,2019-12-19 13:56:00,2019-12-19 13:59:00
721,2019-12-24 09:29:00,2019-12-24 09:32:00
722,2019-12-27 13:52:00,2019-12-27 13:55:00
723,2019-12-27 14:21:00,2019-12-27 14:24:00
724,2020-01-03 09:35:00,2020-01-03 09:38:00
725,2020-01-03 11:27:00,2020-01-03 11:30:00
726,2020-01-03 11:54:00,2020-01-03 11:57:00
727,2020-01-06 09:50:00,2020-01-06 09:53:00
728,2020-01-07 09:20:00,2020-01-07 09:23:00
729,2020-01-07 10:14:00,2020-01-07 10:17:00
730,2020-01-08 09:11:00,2020-01-08 09:12:00
731,2020-01-08 10:20:00,2020-01-08 10:23:00
732,2020-01-08 10:40:00,2020-01-08 10:43:00
733,2020-01-10 09:11:00,2020-01-10 09:14:00
734,2020-01-14 12:55:00,2020-01-14 12:58:00
735,2020-01-14 13:47:00,2020-01-14 13:50:00
736,2020-01-16 10:06:00,2020-01-16 10:09:00
737,2020-01-16 11:37:00,2020-01-16 11:40:00
738,2020-01-20 15:04:00,2020-01-20 15:07:00
739,2020-01-21 09:39:00,2020-01-21 09:42:00
740,2020-01-21 10:36:00,2020-01-21 10:39:00
741,2020-01-28 15:24:00,2020-01-28 15:27:00
742,2020-01-30 09:28:00,2020-01-30 09:30:00
743,2020-01-30 13:40:00,2020-01-30 13:43:00
744,2020-01-31 09:24:00,2020-01-31 09:27:00
745,2020-01-31 10:27:00,2020-01-31 10:30:00
746,2020-01-31 11:01:00,2020-01-31 11:04:00
747,2020-02-03 11:14:00,2020-02-03 11:17:00
748,2020-02-03 11:56:00,2020-02-03 11:59:00
749,2020-02-03 12:15:00,2020-02-03 12:18:00
750,2020-02-05 09:32:00,2020-02-05 09:34:00
751,2020-02-05 09:56:00,2020-02-05 09:59:00
752,2020-02-05 10:36:00,2020-02-05 10:39:00
753,2020-02-06 09:07:00,2020-02-06 09:10:00
754,2020-02-06 14:02:00,2020-02-06 14:05:00
755,2020-02-07 09:36:00,2020-02-07 09:38:00
756,2020-02-13 09:49:00,2020-02-13 09:52:00
757,2020-02-13 14:01:00,2020-02-13 14:04:00
758,2020-02-14 13:03:00,2020-02-14 13:06:00
759,2020-02-18 10:17:00,2020-02-18 10:20:00
760,2020-02-19 09:38:00,2020-02-19 09:41:00
761,2020-02-20 11:22:00,2020-02-20 11:25:00
762,2020-02-24 09:57:00,2020-02-24 10:00:00
763,2020-02-24 10:30:00,2020-02-24 10:33:00
764,2020-02-24 10:49:00,2020-02-24 10:52:00
765,2020-02-25 09:26:00,2020-02-25 09:29:00
766,2020-02-25 11:03:00,2020-02-25 11:06:00
767,2020-02-26 10:08:00,2020-02-26 10:11:00
768,2020-02-26 13:17:00,2020-02-26 13:20:00
769,2020-02-26 14:42:00,2020-02-26 14:45:00
770,2020-02-27 10:13:00,2020-02-27 10:16:00
771,2020-02-27 10:44:00,2020-02-27 10:47:00
772,2020-02-27 11:11:00,2020-02-27 11:14:00
773,2020-02-28 09:36:00,2020-02-28 09:39:00
774,2020-02-28 11:40:00,2020-02-28 11:42:00
775,2020-02-28 12:33:00,2020-02-28 12:36:00
776,2020-03-02 11:04:00,2020-03-02 11:07:00
777,2020-03-02 12:04:00,2020-03-02 12:07:00
778,2020-03-02 14:21:00,2020-03-02 14:24:00
779,2020-03-03 09:10:00,2020-03-03 09:11:00
780,2020-03-03 09:56:00,2020-03-03 09:59:00
781,2020-03-03 10:50:00,2020-03-03 10:53:00
782,2020-03-04 09:51:00,2020-03-04 09:54:00
783,2020-03-04 10:51:00,2020-03-04 10:54:00
784,2020-03-05 09:10:00,2020-03-05 09:13:00
785,2020-03-05 09:56:00,2020-03-05 09:59:00
786,2020-03-06 09:51:00,2020-03-06 09:54:00
787,2020-03-06 10:25:00,2020-03-06 10:28:00
788,2020-03-06 11:16:00,2020-03-06 11:19:00
789,2020-03-09 09:46:00,2020-03-09 09:49:00
790,2020-03-09 11:11:00,2020-03-09 11:14:00
791,2020-03-09 11:47:00,2020-03-09 11:50:00
792,2020-03-10 09:40:00,2020-03-10 09:43:00
793,2020-03-10 11:15:00,2020-03-10 11:16:00
794,2020-03-10 13:03:00,2020-03-10 13:06:00
795,2020-03-11 09:54:00,2020-03-11 09:57:00
796,2020-03-11 10:34:00,2020-03-11 10:37:00
797,2020-03-11 12:41:00,2020-03-11 12:44:00
798,2020-03-12 10:33:00,2020-03-12 10:36:00
799,2020-03-12 11:08:00,2020-03-12 11:11:00
800,2020-03-12 13:07:00,2020-03-12 13:10:00
801,2020-03-13 11:09:00,2020-03-13 11:12:00
802,2020-03-13 12:26:00,2020-03-13 12:29:00
803,2020-03-13 13:18:00,2020-03-13 13:21:00
804,2020-03-16 10:20:00,2020-03-16 10:23:00
805,2020-03-16 10:38:00,2020-03-16 10:41:00
806,2020-03-16 11:16:00,2020-03-16 11:19:00
807,2020-03-17 10:55:00,2020-03-17 10:56:00
808,2020-03-17 11:20:00,2020-03-17 11:23:00
809,2020-03-17 13:31:00,2020-03-17 13:34:00
810,2020-03-18 09:53:00,2020-03-18 09:55:00
811,2020-03-18 10:15:00,2020-03-18 10:18:00
812,2020-03-18 13:04:00,2020-03-18 13:07:00
813,2020-03-19 09:15:00,2020-03-19 09:18:00
814,2020-03-19 10:48:00,2020-03-19 10:51:00
815,2020-03-19 11:07:00,2020-03-19 11:08:00
816,2020-03-20 10:50:00,2020-03-20 10:53:00
817,2020-03-20 11:53:00,2020-03-20 11:56:00
818,2020-03-20 14:16:00,2020-03-20 14:19:00
819,2020-03-23 10:03:00,2020-03-23 10:04:00
820,2020-03-23 11:12:00,2020-03-23 11:15:00
821,2020-03-23 11:28:00,2020-03-23 11:30:00
822,2020-03-24 12:24:00,2020-03-24 12:27:00
823,2020-03-24 12:48:00,2020-03-24 12:51:00
824,2020-03-25 09:51:00,2020-03-25 09:54:00
825,2020-03-25 11:37:00,2020-03-25 11:40:00
826,2020-03-25 12:24:00,2020-03-25 12:27:00
827,2020-03-26 10:12:00,2020-03-26 10:15:00
828,2020-03-26 10:30:00,2020-03-26 10:33:00
829,2020-03-26 12:35:00,2020-03-26 12:38:00
830,2020-03-27 09:26:00,2020-03-27 09:29:00
831,2020-03-27 10:04:00,2020-03-27 10:07:00
832,2020-03-27 10:54:00,2020-03-27 10:57:00
833,2020-03-30 11:17:00,2020-03-30 11:18:00
834,2020-03-30 12:10:00,2020-03-30 12:13:00
835,2020-03-30 12:52:00,2020-03-30 12:55:00
836,2020-03-31 12:14:00,2020-03-31 12:15:00
837,2020-03-31 13:43:00,2020-03-31 13:46:00
838,2020-03-31 14:09:00,2020-03-31 14:10:00
839,2020-04-01 10:19:00,2020-04-01 10:22:00
840,2020-04-01 12:12:00,2020-04-01 12:15:00
841,2020-04-01 13:06:00,2020-04-01 13:09:00
842,2020-04-02 10:20:00,2020-04-02 10:23:00
843,2020-04-02 13:15:00,2020-04-02 13:16:00
844,2020-04-02 14:15:00,2020-04-02 14:18:00
845,2020-04-03 09:56:00,2020-04-03 09:58:00
846,2020-04-03 12:30:00,2020-04-03 12:32:00
847,2020-04-03 12:38:00,2020-04-03 12:41:00
848,2020-04-06 09:47:00,2020-04-06 09:50:00
849,2020-04-06 11:35:00,2020-04-06 11:38:00
850,2020-04-06 13:34:00,2020-04-06 13:37:00
851,2020-04-07 09:46:00,2020-04-07 09:49:00
852,2020-04-07 10:34:00,2020-04-07 10:37:00
853,2020-04-07 12:52:00,2020-04-07 12:55:00
854,2020-04-08 09:34:00,2020-04-08 09:37:00
855,2020-04-08 12:08:00,2020-04-08 12:11:00
856,2020-04-08 15:23:00,2020-04-08 15:25:00
857,2020-04-09 11:06:00,2020-04-09 11:09:00
858,2020-04-09 11:45:00,2020-04-09 11:48:00
859,2020-04-09 13:21:00,2020-04-09 13:23:00
860,2020-04-10 10:14:00,2020-04-10 10:17:00
861,2020-04-10 11:18:00,2020-04-10 11:21:00
862,2020-04-10 12:31:00,2020-04-10 12:34:00
863,2020-04-13 09:25:00,2020-04-13 09:28:00
864,2020-04-13 09:55:00,2020-04-13 09:58:00
865,2020-04-13 13:42:00,2020-04-13 13:45:00
866,2020-04-14 09:31:00,2020-04-14 09:34:00
867,2020-04-14 14:12:00,2020-04-14 14:15:00
868,2020-04-14 15:02:00,2020-04-14 15:05:00
869,2020-04-16 09:33:00,2020-04-16 09:36:00
870,2020-04-16 10:52:00,2020-04-16 10:55:00
871,2020-04-17 09:26:00,2020-04-17 09:29:00
872,2020-04-17 15:06:00,2020-04-17 15:09:00
873,2020-04-20 10:14:00,2020-04-20 10:17:00
874,2020-04-20 10:46:00,2020-04-20 10:49:00
875,2020-04-20 13:53:00,2020-04-20 13:56:00
876,2020-04-21 11:10:00,2020-04-21 11:13:00
877,2020-04-21 11:31:00,2020-04-21 11:34:00
878,2020-04-21 12:28:00,2020-04-21 12:31:00
879,2020-04-22 13:44:00,2020-04-22 13:47:00
880,2020-04-22 14:01:00,2020-04-22 14:04:00
882,2020-04-23 09:25:00,2020-04-23 09:28:00
883,2020-04-23 15:27:00,2020-04-23 15:30:00
884,2020-04-24 13:21:00,2020-04-24 13:24:00
885,2020-04-24 14:06:00,2020-04-24 14:09:00
886,2020-04-24 15:09:00,2020-04-24 15:12:00
887,2020-04-29 09:16:00,2020-04-29 09:19:00
888,2020-04-29 09:48:00,2020-04-29 09:51:00
889,2020-05-04 14:14:00,2020-05-04 14:17:00
891,2020-05-06 10:08:00,2020-05-06 10:11:00
892,2020-05-07 14:19:00,2020-05-07 14:22:00
893,2020-05-11 09:52:00,2020-05-11 09:55:00
894,2020-05-11 13:32:00,2020-05-11 13:35:00
895,2020-05-11 15:03:00,2020-05-11 15:06:00
896,2020-05-12 09:38:00,2020-05-12 09:39:00
897,2020-05-12 09:59:00,2020-05-12 10:02:00
898,2020-05-12 10:49:00,2020-05-12 10:52:00
899,2020-05-13 13:12:00,2020-05-13 13:15:00
900,2020-05-13 14:58:00,2020-05-13 15:01:00
901,2020-05-14 10:43:00,2020-05-14 10:46:00
902,2020-05-14 11:14:00,2020-05-14 11:17:00
903,2020-05-14 13:34:00,2020-05-14 13:37:00
904,2020-05-15 09:51:00,2020-05-15 09:54:00
905,2020-05-15 10:12:00,2020-05-15 10:13:00
906,2020-05-18 10:03:00,2020-05-18 10:06:00
907,2020-05-18 14:59:00,2020-05-18 15:02:00
908,2020-05-18 15:19:00,2020-05-18 15:22:00
909,2020-05-19 09:44:00,2020-05-19 09:47:00
910,2020-05-22 10:12:00,2020-05-22 10:15:00
911,2020-05-22 14:45:00,2020-05-22 14:48:00
912,2020-05-25 10:24:00,2020-05-25 10:27:00
913,2020-05-28 09:12:00,2020-05-28 09:15:00
914,2020-05-28 09:42:00,2020-05-28 09:45:00
915,2020-05-28 10:24:00,2020-05-28 10:25:00
916,2020-05-29 13:26:00,2020-05-29 13:29:00
917,2020-06-01 12:35:00,2020-06-01 12:38:00
918,2020-06-02 10:40:00,2020-06-02 10:43:00
919,2020-06-03 10:45:00,2020-06-03 10:48:00
920,2020-06-03 13:49:00,2020-06-03 13:52:00
921,2020-06-03 15:16:00,2020-06-03 15:19:00
922,2020-06-04 09:27:00,2020-06-04 09:30:00
923,2020-06-04 10:20:00,2020-06-04 10:23:00
924,2020-06-04 11:24:00,2020-06-04 11:27:00
925,2020-06-08 09:42:00,2020-06-08 09:45:00
926,2020-06-08 10:26:00,2020-06-08 10:29:00
927,2020-06-08 12:07:00,2020-06-08 12:10:00
928,2020-06-09 09:11:00,2020-06-09 09:12:00
929,2020-06-09 09:49:00,2020-06-09 09:52:00
930,2020-06-09 10:11:00,2020-06-09 10:14:00
931,2020-06-10 13:26:00,2020-06-10 13:29:00
932,2020-06-11 12:52:00,2020-06-11 12:55:00
933,2020-06-11 13:17:00,2020-06-11 13:20:00
934,2020-06-11 14:55:00,2020-06-11 14:58:00
935,2020-06-12 12:21:00,2020-06-12 12:24:00
936,2020-06-15 12:44:00,2020-06-15 12:47:00
937,2020-06-15 13:40:00,2020-06-15 13:43:00
938,2020-06-15 14:44:00,2020-06-15 14:47:00
939,2020-06-17 09:26:00,2020-06-17 09:29:00
940,2020-06-17 10:26:00,2020-06-17 10:28:00
941,2020-06-17 11:35:00,2020-06-17 11:38:00
942,2020-06-18 09:19:00,2020-06-18 09:22:00
943,2020-06-19 09:23:00,2020-06-19 09:26:00
944,2020-06-19 09:37:00,2020-06-19 09:39:00
