,Entrance,Clearing
945,2020-06-19 10:17:00,2020-06-19 10:20:00
946,2020-06-22 14:05:00,2020-06-22 14:08:00
947,2020-06-22 15:04:00,2020-06-22 15:07:00
948,2020-06-22 15:31:00,2020-06-22 15:34:00
949,2020-06-23 10:32:00,2020-06-23 10:35:00
950,2020-06-23 12:43:00,2020-06-23 12:46:00
951,2020-06-24 14:00:00,2020-06-24 14:03:00
952,2020-06-25 09:46:00,2020-06-25 09:49:00
953,2020-06-25 10:20:00,2020-06-25 10:23:00
954,2020-06-25 10:47:00,2020-06-25 10:50:00
955,2020-06-26 09:41:00,2020-06-26 09:44:00
956,2020-06-26 10:35:00,2020-06-26 10:36:00
957,2020-06-26 15:13:00,2020-06-26 15:16:00
958,2020-06-29 11:37:00,2020-06-29 11:40:00
959,2020-06-29 12:17:00,2020-06-29 12:20:00
960,2020-06-29 13:49:00,2020-06-29 13:50:00
961,2020-06-30 09:33:00,2020-06-30 09:36:00
962,2020-06-30 10:57:00,2020-06-30 11:00:00
963,2020-06-30 11:19:00,2020-06-30 11:22:00
964,2020-07-01 13:41:00,2020-07-01 13:44:00
965,2020-07-01 14:54:00,2020-07-01 14:57:00
966,2020-07-03 09:50:00,2020-07-03 09:53:00
967,2020-07-07 10:20:00,2020-07-07 10:23:00
968,2020-07-07 10:47:00,2020-07-07 10:50:00
969,2020-07-07 11:02:00,2020-07-07 11:05:00
970,2020-07-08 09:41:00,2020-07-08 09:42:00
971,2020-07-09 15:07:00,2020-07-09 15:10:00
972,2020-07-10 09:09:00,2020-07-10 09:12:00
973,2020-07-10 10:06:00,2020-07-10 10:09:00
974,2020-07-10 14:38:00,2020-07-10 14:41:00
975,2020-07-16 10:08:00,2020-07-16 10:11:00
976,2020-07-17 09:21:00,2020-07-17 09:24:00
977,2020-07-17 10:15:00,2020-07-17 10:18:00
978,2020-07-20 10:18:00,2020-07-20 10:21:00
979,2020-07-22 09:17:00,2020-07-22 09:20:00
980,2020-07-22 10:04:00,2020-07-22 10:07:00
981,2020-07-24 09:22:00,2020-07-24 09:25:00
982,2020-07-24 12:44:00,2020-07-24 12:47:00
983,2020-07-24 12:58:00,2020-07-24 13:00:00
984,2020-07-28 12:52:00,2020-07-28 12:55:00
985,2020-07-31 15:06:00,2020-07-31 15:09:00
986,2020-08-04 09:31:00,2020-08-04 09:34:00
987,2020-08-07 10:13:00,2020-08-07 10:16:00
988,2020-08-07 11:54:00,2020-08-07 11:57:00
989,2020-08-10 09:21:00,2020-08-10 09:24:00
990,2020-08-12 09:14:00,2020-08-12 09:17:00
991,2020-08-12 09:47:00,2020-08-12 09:50:00
992,2020-08-12 14:26:00,2020-08-12 14:29:00
993,2020-08-13 14:56:00,2020-08-13 14:59:00
994,2020-08-14 09:37:00,2020-08-14 09:39:00
995,2020-08-14 10:22:00,2020-08-14 10:25:00
996,2020-08-14 14:38:00,2020-08-14 14:41:00
997,2020-08-18 09:12:00,2020-08-18 09:15:00
998,2020-08-18 10:24:00,2020-08-18 10:27:00
999,2020-08-18 10:48:00,2020-08-18 10:51:00
1000,2020-08-19 09:58:00,2020-08-19 10:01:00
1001,2020-08-19 11:43:00,2020-08-19 11:46:00
1002,2020-08-19 12:03:00,2020-08-19 12:06:00
1003,2020-08-20 09:49:00,2020-08-20 09:52:00
1004,2020-08-20 10:55:00,2020-08-20 10:58:00
1005,2020-08-20 12:13:00,2020-08-20 12:16:00
1006,2020-08-21 09:50:00,2020-08-21 09:53:00
1007,2020-08-21 10:39:00,2020-08-21 10:42:00
1008,2020-08-21 11:23:00,2020-08-21 11:26:00
1009,2020-08-24 13:06:00,2020-08-24 13:09:00
1010,2020-08-25 13:25:00,2020-08-25 13:28:00
1011,2020-08-26 09:38:00,2020-08-26 09:41:00
1012,2020-08-26 10:27:00,2020-08-26 10:30:00
1013,2020-08-27 10:48:00,2020-08-27 10:51:00
1014,2020-08-27 13:49:00,2020-08-27 13:52:00
1015,2020-08-28 13:22:00,2020-08-28 13:25:00
1016,2020-08-28 15:01:00,2020-08-28 15:04:00
1017,2020-08-31 10:02:00,2020-08-31 10:05:00
1018,2020-08-31 12:32:00,2020-08-31 12:35:00
1019,2020-08-31 13:43:00,2020-08-31 13:46:00
1020,2020-09-01 09:18:00,2020-09-01 09:21:00
1021,2020-09-01 10:32:00,2020-09-01 10:35:00
1022,2020-09-03 10:25:00,2020-09-03 10:28:00
1023,2020-09-04 10:38:00,2020-09-04 10:41:00
1025,2020-09-07 14:48:00,2020-09-07 14:51:00
1026,2020-09-08 09:49:00,2020-09-08 09:52:00
1027,2020-09-08 11:42:00,2020-09-08 11:45:00
1028,2020-09-08 14:16:00,2020-09-08 14:19:00
1029,2020-09-09 14:40:00,2020-09-09 14:43:00
1030,2020-09-09 15:00:00,2020-09-09 15:03:00
1031,2020-09-09 15:33:00,2020-09-09 15:45:00
1032,2020-09-11 10:56:00,2020-09-11 10:59:00
1033,2020-09-14 09:12:00,2020-09-14 09:14:00
1034,2020-09-14 09:19:00,2020-09-14 09:22:00
1035,2020-09-16 14:11:00,2020-09-16 14:14:00
1036,2020-09-16 14:31:00,2020-09-16 14:34:00
1037,2020-09-17 09:40:00,2020-09-17 09:43:00
1038,2020-09-17 10:53:00,2020-09-17 10:56:00
1039,2020-09-17 12:02:00,2020-09-17 12:05:00
1040,2020-09-18 09:31:00,2020-09-18 09:34:00
1041,2020-09-18 09:56:00,2020-09-18 09:59:00
1042,2020-09-18 10:19:00,2020-09-18 10:21:00
1043,2020-09-21 09:54:00,2020-09-21 09:57:00
1044,2020-09-21 10:44:00,2020-09-21 10:47:00
1045,2020-09-21 11:14:00,2020-09-21 11:17:00
1046,2020-09-22 09:23:00,2020-09-22 09:26:00
1047,2020-09-22 10:27:00,2020-09-22 10:30:00
1048,2020-09-22 11:32:00,2020-09-22 11:33:00
1049,2020-09-23 09:28:00,2020-09-23 09:29:00
1050,2020-09-23 10:15:00,2020-09-23 10:18:00
1051,2020-09-23 11:16:00,2020-09-23 11:19:00
1052,2020-09-24 11:07:00,2020-09-24 11:10:00
1053,2020-09-24 11:39:00,2020-09-24 11:42:00
1054,2020-09-24 11:59:00,2020-09-24 12:00:00
1055,2020-09-25 09:34:00,2020-09-25 09:37:00
1056,2020-09-25 11:38:00,2020-09-25 11:41:00
1057,2020-09-25 13:00:00,2020-09-25 13:03:00
1058,2020-09-29 10:21:00,2020-09-29 10:24:00
1059,2020-10-05 15:30:00,2020-10-05 15:33:00
1060,2020-10-06 14:22:00,2020-10-06 14:23:00
1061,2020-10-07 09:42:00,2020-10-07 09:45:00
1062,2020-10-07 12:26:00,2020-10-07 12:29:00
1063,2020-10-08 10:34:00,2020-10-08 10:37:00
1064,2020-10-12 09:58:00,2020-10-12 10:01:00
1065,2020-10-12 13:37:00,2020-10-12 13:40:00
1066,2020-10-13 09:52:00,2020-10-13 09:55:00
1067,2020-10-13 10:17:00,2020-10-13 10:20:00
1068,2020-10-13 11:33:00,2020-10-13 11:36:00
1069,2020-10-14 09:52:00,2020-10-14 09:55:00
1070,2020-10-14 10:31:00,2020-10-14 10:34:00
1071,2020-10-14 14:17:00,2020-10-14 14:20:00
1072,2020-10-15 09:51:00,2020-10-15 09:54:00
1073,2020-10-15 10:34:00,2020-10-15 10:37:00
1074,2020-10-15 12:45:00,2020-10-15 12:48:00
1075,2020-10-16 09:29:00,2020-10-16 09:30:00
1076,2020-10-16 10:03:00,2020-10-16 10:06:00
1077,2020-10-16 10:21:00,2020-10-16 10:24:00
1078,2020-10-19 09:34:00,2020-10-19 09:37:00
1079,2020-10-19 11:23:00,2020-10-19 11:26:00
1080,2020-10-19 12:32:00,2020-10-19 12:35:00
1081,2020-10-20 09:53:00,2020-10-20 09:56:00
1082,2020-10-20 10:08:00,2020-10-20 10:11:00
1083,2020-10-20 10:43:00,2020-10-20 10:46:00
1084,2020-10-21 09:40:00,2020-10-21 09:43:00
1085,2020-10-21 10:08:00,2020-10-21 10:11:00
1086,2020-10-21 11:01:00,2020-10-21 11:04:00
1087,2020-10-22 11:27:00,2020-10-22 11:30:00
1088,2020-10-23 09:52:00,2020-10-23 09:55:00
1089,2020-10-23 10:42:00,2020-10-23 10:45:00
1090,2020-10-23 12:32:00,2020-10-23 12:35:00
1091,2020-10-26 09:25:00,2020-10-26 09:28:00
1092,2020-10-26 10:26:00,2020-10-26 10:29:00
1093,2020-10-26 10:54:00,2020-10-26 10:57:00
1094,2020-10-27 11:37:00,2020-10-27 11:40:00
1095,2020-10-27 13:04:00,2020-10-27 13:07:00
1096,2020-10-27 13:29:00,2020-10-27 13:32:00
1097,2020-10-28 11:29:00,2020-10-28 11:32:00
1098,2020-10-29 10:28:00,2020-10-29 10:31:00
1099,2020-10-29 11:22:00,2020-10-29 11:23:00
1100,2020-10-29 13:00:00,2020-10-29 13:03:00
1101,2020-10-30 09:34:00,2020-10-30 09:37:00
1102,2020-10-30 11:27:00,2020-10-30 11:30:00
1103,2020-10-30 14:27:00,2020-10-30 14:30:00
1104,2020-11-02 11:21:00,2020-11-02 11:24:00
1105,2020-11-02 11:56:00,2020-11-02 11:59:00
1106,2020-11-02 13:07:00,2020-11-02 13:10:00
1107,2020-11-03 12:29:00,2020-11-03 12:32:00
1108,2020-11-03 12:45:00,2020-11-03 12:48:00
1109,2020-11-03 14:05:00,2020-11-03 14:08:00
1110,2020-11-04 09:39:00,2020-11-04 09:42:00
1111,2020-11-04 09:52:00,2020-11-04 09:55:00
1112,2020-11-04 10:08:00,2020-11-04 10:11:00
1113,2020-11-05 10:21:00,2020-11-05 10:24:00
1114,2020-11-05 11:28:00,2020-11-05 11:31:00
1115,2020-11-06 09:12:00,2020-11-06 09:15:00
1116,2020-11-06 09:54:00,2020-11-06 09:57:00
1117,2020-11-06 10:47:00,2020-11-06 10:50:00
1118,2020-11-09 11:24:00,2020-11-09 11:27:00
1119,2020-11-09 15:00:00,2020-11-09 15:03:00
1120,2020-11-10 15:31:00,2020-11-10 15:34:00
1121,2020-11-11 09:20:00,2020-11-11 09:23:00
1122,2020-11-11 14:54:00,2020-11-11 14:57:00
1123,2020-11-12 10:06:00,2020-11-12 10:09:00
1124,2020-11-12 11:26:00,2020-11-12 11:29:00
1125,2020-11-12 12:43:00,2020-11-12 12:46:00
1126,2020-11-13 09:46:00,2020-11-13 09:49:00
1127,2020-11-13 10:37:00,2020-11-13 10:40:00
1128,2020-11-13 14:01:00,2020-11-13 14:04:00
1129,2020-11-17 09:19:00,2020-11-17 09:20:00
1130,2020-11-17 10:06:00,2020-11-17 10:09:00
1131,2020-11-17 10:59:00,2020-11-17 11:02:00
1132,2020-11-23 11:42:00,2020-11-23 11:45:00
1133,2020-11-23 13:29:00,2020-11-23 13:32:00
1134,2020-11-24 09:47:00,2020-11-24 09:50:00
1135,2020-11-24 10:27:00,2020-11-24 10:30:00
1136,2020-11-25 13:46:00,2020-11-25 13:49:00
1137,2020-11-25 14:24:00,2020-11-25 14:27:00
1138,2020-11-25 15:02:00,2020-11-25 15:03:00
1139,2020-11-26 12:34:00,2020-11-26 12:37:00
1140,2020-11-27 12:29:00,2020-11-27 12:32:00
1141,2020-11-30 09:28:00,2020-11-30 09:30:00
1142,2020-11-30 14:56:00,2020-11-30 14:59:00
1143,2020-12-01 09:37:00,2020-12-01 09:40:00
1144,2020-12-01 10:46:00,2020-12-01 10:49:00
1145,2020-12-02 11:12:00,2020-12-02 11:15:00
1146,2020-12-04 09:37:00,2020-12-04 09:40:00
1147,2020-12-07 10:50:00,2020-12-07 10:53:00
1148,2020-12-08 10:00:00,2020-12-08 10:03:00
1149,2020-12-08 10:41:00,2020-12-08 10:42:00
1150,2020-12-08 11:13:00,2020-12-08 11:16:00
1151,2020-12-09 09:43:00,2020-12-09 09:44:00
1152,2020-12-09 11:12:00,2020-12-09 11:15:00
1153,2020-12-09 14:28:00,2020-12-09 14:31:00
1154,2020-12-10 09:54:00,2020-12-10 09:57:00
1155,2020-12-10 15:04:00,2020-12-10 15:07:00
1156,2020-12-11 10:00:00,2020-12-11 10:03:00
1157,2020-12-11 10:19:00,2020-12-11 10:22:00
1158,2020-12-14 14:12:00,2020-12-14 14:15:00
1159,2020-12-14 14:53:00,2020-12-14 14:56:00
1160,2020-12-15 09:25:00,2020-12-15 09:28:00
1161,2020-12-15 10:06:00,2020-12-15 10:09:00
1162,2020-12-15 10:48:00,2020-12-15 10:51:00
1163,2020-12-17 10:08:00,2020-12-17 10:11:00
1164,2020-12-18 09:22:00,2020-12-18 09:25:00
1165,2020-12-21 09:11:00,2020-12-21 09:14:00
1166,2020-12-22 09:38:00,2020-12-22 09:41:00
1167,2020-12-22 10:10:00,2020-12-22 10:13:00
1168,2020-12-22 11:26:00,2020-12-22 11:29:00
1169,2020-12-23 09:43:00,2020-12-23 09:46:00
1170,2020-12-23 10:42:00,2020-12-23 10:45:00
1171,2020-12-23 13:47:00,2020-12-23 13:50:00
1172,2020-12-24 09:21:00,2020-12-24 09:24:00
1173,2020-12-24 15:02:00,2020-12-24 15:05:00
1174,2020-12-28 09:09:00,2020-12-28 09:10:00
1175,2020-12-28 09:51:00,2020-12-28 09:54:00
1176,2020-12-28 14:03:00,2020-12-28 14:06:00
1178,2020-12-30 09:09:00,2020-12-30 09:11:00
1179,2020-12-30 09:51:00,2020-12-30 09:54:00
1180,2021-01-04 10:24:00,2021-01-04 10:27:00
1181,2021-01-04 11:14:00,2021-01-04 11:17:00
1182,2021-01-05 09:30:00,2021-01-05 09:33:00
1183,2021-01-05 10:08:00,2021-01-05 10:11:00
1184,2021-01-05 10:37:00,2021-01-05 10:40:00
1185,2021-01-06 09:34:00,2021-01-06 09:37:00
1186,2021-01-06 10:09:00,2021-01-06 10:12:00
1187,2021-01-06 10:55:00,2021-01-06 10:57:00
1188,2021-01-07 09:31:00,2021-01-07 09:34:00
1189,2021-01-07 13:13:00,2021-01-07 13:16:00
1190,2021-01-11 09:13:00,2021-01-11 09:16:00
1191,2021-01-11 10:23:00,2021-01-11 10:26:00
1192,2021-01-11 10:42:00,2021-01-11 10:43:00
1193,2021-01-12 09:25:00,2021-01-12 09:28:00
1194,2021-01-12 10:32:00,2021-01-12 10:35:00
1195,2021-01-12 12:43:00,2021-01-12 12:46:00
1196,2021-01-13 09:40:00,2021-01-13 09:43:00
1197,2021-01-13 10:01:00,2021-01-13 10:04:00
1198,2021-01-14 10:00:00,2021-01-14 10:03:00
1199,2021-01-14 10:24:00,2021-01-14 10:27:00
1200,2021-01-14 11:15:00,2021-01-14 11:18:00
1201,2021-01-15 09:45:00,2021-01-15 09:48:00
1202,2021-01-15 10:11:00,2021-01-15 10:14:00
1203,2021-01-15 11:01:00,2021-01-15 11:04:00
1204,2021-01-18 10:18:00,2021-01-18 10:21:00
1205,2021-01-18 11:18:00,2021-01-18 11:21:00
1206,2021-01-18 11:35:00,2021-01-18 11:38:00
1207,2021-01-19 09:21:00,2021-01-19 09:23:00
1208,2021-01-19 09:46:00,2021-01-19 09:49:00
1209,2021-01-19 14:43:00,2021-01-19 14:45:00
1210,2021-01-20 10:19:00,2021-01-20 10:22:00
1211,2021-01-20 10:39:00,2021-01-20 10:42:00
1212,2021-01-20 13:33:00,2021-01-20 13:36:00
1213,2021-01-21 11:28:00,2021-01-21 11:31:00
1214,2021-01-21 14:21:00,2021-01-21 14:24:00
1215,2021-01-22 09:11:00,2021-01-22 09:14:00
1216,2021-01-22 09:32:00,2021-01-22 09:35:00
1217,2021-01-26 10:21:00,2021-01-26 10:24:00
1218,2021-01-26 10:52:00,2021-01-26 10:55:00
1219,2021-01-26 11:16:00,2021-01-26 11:18:00
1220,2021-01-27 09:25:00,2021-01-27 09:28:00
1221,2021-01-27 11:25:00,2021-01-27 11:28:00
1222,2021-01-27 14:34:00,2021-01-27 14:37:00
1223,2021-01-28 10:45:00,2021-01-28 10:46:00
1224,2021-01-28 12:13:00,2021-01-28 12:16:00
1225,2021-01-28 12:56:00,2021-01-28 12:59:00
1226,2021-01-29 09:16:00,2021-01-29 09:19:00
1227,2021-01-29 10:47:00,2021-01-29 10:50:00
1228,2021-01-29 11:01:00,2021-01-29 11:03:00
1229,2021-02-01 12:00:00,2021-02-01 12:03:00
1230,2021-02-02 09:20:00,2021-02-02 09:23:00
1231,2021-02-02 11:10:00,2021-02-02 11:13:00
1232,2021-02-02 12:16:00,2021-02-02 12:19:00
1233,2021-02-03 10:15:00,2021-02-03 10:18:00
1234,2021-02-03 10:37:00,2021-02-03 10:38:00
1235,2021-02-03 11:11:00,2021-02-03 11:14:00
1236,2021-02-04 09:51:00,2021-02-04 09:54:00
1237,2021-02-04 12:36:00,2021-02-04 12:39:00
1238,2021-02-04 15:13:00,2021-02-04 15:16:00
1239,2021-02-05 09:40:00,2021-02-05 09:43:00
1240,2021-02-05 15:16:00,2021-02-05 15:19:00
1241,2021-02-08 09:51:00,2021-02-08 09:54:00
1242,2021-02-09 13:22:00,2021-02-09 13:25:00
1243,2021-02-09 14:46:00,2021-02-09 14:49:00
1244,2021-02-10 09:17:00,2021-02-10 09:20:00
1245,2021-02-10 10:16:00,2021-02-10 10:19:00
1246,2021-02-15 09:20:00,2021-02-15 09:23:00
1247,2021-02-15 14:45:00,2021-02-15 14:48:00
1248,2021-02-16 09:13:00,2021-02-16 09:16:00
1249,2021-02-17 09:59:00,2021-02-17 10:00:00
1250,2021-02-17 10:37:00,2021-02-17 10:40:00
1251,2021-02-18 10:02:00,2021-02-18 10:05:00
1252,2021-02-19 09:56:00,2021-02-19 09:59:00
1253,2021-02-19 10:52:00,2021-02-19 10:55:00
1254,2021-02-22 10:50:00,2021-02-22 10:53:00
1255,2021-02-22 14:23:00,2021-02-22 14:26:00
1256,2021-02-23 09:32:00,2021-02-23 09:35:00
1257,2021-02-23 10:02:00,2021-02-23 10:03:00
1258,2021-02-23 11:57:00,2021-02-23 12:00:00
1259,2021-02-24 09:32:00,2021-02-24 09:35:00
1260,2021-02-24 10:01:00,2021-02-24 10:04:00
1261,2021-02-24 10:34:00,2021-02-24 10:35:00
1262,2021-02-25 12:06:00,2021-02-25 12:09:00
1263,2021-02-26 10:34:00,2021-02-26 10:37:00
1264,2021-02-26 11:43:00,2021-02-26 11:44:00
1265,2021-02-26 13:42:00,2021-02-26 13:45:00
1266,2021-03-02 09:26:00,2021-03-02 09:29:00
1267,2021-03-02 10:24:00,2021-03-02 10:27:00
1268,2021-03-02 11:30:00,2021-03-02 11:33:00
1269,2021-03-03 10:32:00,2021-03-03 10:35:00
1270,2021-03-03 12:49:00,2021-03-03 12:52:00
1271,2021-03-04 09:11:00,2021-03-04 09:12:00
1272,2021-03-04 10:18:00,2021-03-04 10:20:00
1273,2021-03-04 15:31:00,2021-03-04 15:32:00
1274,2021-03-05 10:08:00,2021-03-05 10:11:00
1275,2021-03-05 11:13:00,2021-03-05 11:16:00
1276,2021-03-05 12:31:00,2021-03-05 12:34:00
1277,2021-03-08 09:19:00,2021-03-08 09:22:00
1278,2021-03-08 11:27:00,2021-03-08 11:30:00
1279,2021-03-08 11:49:00,2021-03-08 11:52:00
1280,2021-03-09 09:29:00,2021-03-09 09:32:00
1281,2021-03-09 10:00:00,2021-03-09 10:03:00
1282,2021-03-09 10:46:00,2021-03-09 10:49:00
1283,2021-03-10 09:52:00,2021-03-10 09:55:00
1284,2021-03-10 10:41:00,2021-03-10 10:44:00
1285,2021-03-10 11:17:00,2021-03-10 11:20:00
1286,2021-03-11 09:57:00,2021-03-11 10:00:00
1287,2021-03-12 15:33:00,2021-03-12 15:45:00
1288,2021-03-15 09:13:00,2021-03-15 09:16:00
1289,2021-03-15 09:57:00,2021-03-15 10:00:00
1290,2021-03-17 09:47:00,2021-03-17 09:50:00
1291,2021-03-17 10:39:00,2021-03-17 10:42:00
1292,2021-03-17 15:00:00,2021-03-17 15:03:00
1293,2021-03-18 12:16:00,2021-03-18 12:19:00
1294,2021-03-19 14:33:00,2021-03-19 14:36:00
1295,2021-03-22 09:36:00,2021-03-22 09:39:00
1296,2021-03-22 10:10:00,2021-03-22 10:13:00
1297,2021-03-22 14:32:00,2021-03-22 14:35:00
1298,2021-03-23 09:58:00,2021-03-23 10:01:00
1299,2021-03-23 11:02:00,2021-03-23 11:05:00
1300,2021-03-23 13:56:00,2021-03-23 13:59:00
1301,2021-03-24 11:13:00,2021-03-24 11:16:00
1302,2021-03-25 10:43:00,2021-03-25 10:46:00
1303,2021-03-26 09:29:00,2021-03-26 09:32:00
1304,2021-03-26 10:33:00,2021-03-26 10:36:00
1305,2021-03-30 13:38:00,2021-03-30 13:41:00
1306,2021-04-01 09:29:00,2021-04-01 09:32:00
1307,2021-04-05 09:24:00,2021-04-05 09:27:00
1308,2021-04-15 10:35:00,2021-04-15 10:38:00
1309,2021-04-20 09:26:00,2021-04-20 09:29:00
1310,2021-04-23 12:55:00,2021-04-23 12:58:00
1311,2021-04-26 09:12:00,2021-04-26 09:15:00
1312,2021-04-29 09:51:00,2021-04-29 09:54:00
1313,2021-04-29 12:36:00,2021-04-29 12:39:00
1314,2021-04-30 09:14:00,2021-04-30 09:17:00
1315,2021-04-30 10:11:00,2021-04-30 10:14:00
1316,2021-04-30 11:01:00,2021-04-30 11:04:00
1317,2021-05-03 09:19:00,2021-05-03 09:22:00
1318,2021-05-03 11:02:00,2021-05-03 11:05:00
1319,2021-05-03 11:21:00,2021-05-03 11:24:00
1320,2021-05-04 11:26:00,2021-05-04 11:29:00
1321,2021-05-04 11:45:00,2021-05-04 11:48:00
1322,2021-05-06 10:01:00,2021-05-06 10:04:00
1323,2021-05-06 12:27:00,2021-05-06 12:30:00
1324,2021-05-07 11:23:00,2021-05-07 11:26:00
1325,2021-05-11 09:27:00,2021-05-11 09:30:00
1326,2021-05-11 09:52:00,2021-05-11 09:55:00
1327,2021-05-11 10:11:00,2021-05-11 10:14:00
1328,2021-05-12 09:46:00,2021-05-12 09:47:00
1329,2021-05-12 10:40:00,2021-05-12 10:43:00
1330,2021-05-12 14:53:00,2021-05-12 14:56:00
1331,2021-05-13 10:11:00,2021-05-13 10:14:00
1332,2021-05-13 12:57:00,2021-05-13 13:00:00
1333,2021-05-13 13:22:00,2021-05-13 13:24:00
1334,2021-05-14 09:11:00,2021-05-14 09:14:00
1335,2021-05-17 09:44:00,2021-05-17 09:47:00
1336,2021-05-17 10:09:00,2021-05-17 10:12:00
1337,2021-05-17 12:41:00,2021-05-17 12:44:00
1338,2021-05-20 10:18:00,2021-05-20 10:21:00
1340,2021-05-25 09:37:00,2021-05-25 09:40:00
1341,2021-05-27 09:14:00,2021-05-27 09:17:00
1342,2021-06-08 09:31:00,2021-06-08 09:34:00
1343,2021-06-21 09:33:00,2021-06-21 09:36:00
1344,2021-06-24 09:17:00,2021-06-24 09:20:00
1345,2021-06-28 09:11:00,2021-06-28 09:14:00
1346,2021-07-09 09:52:00,2021-07-09 09:55:00
1347,2021-07-09 10:51:00,2021-07-09 10:54:00
1348,2021-07-21 09:12:00,2021-07-21 09:15:00
1349,2021-07-28 11:12:00,2021-07-28 11:15:00
1350,2021-07-30 09:09:00,2021-07-30 09:12:00
1351,2021-08-03 10:51:00,2021-08-03 10:54:00
1352,2021-08-09 09:11:00,2021-08-09 09:14:00
1353,2021-08-13 09:51:00,2021-08-13 09:54:00
1354,2021-08-13 10:19:00,2021-08-13 10:22:00
1355,2021-08-17 09:50:00,2021-08-17 09:53:00
1356,2021-08-17 14:27:00,2021-08-17 14:30:00
1357,2021-08-18 09:28:00,2021-08-18 09:31:00
1358,2021-08-19 10:02:00,2021-08-19 10:05:00
1359,2021-08-20 10:27:00,2021-08-20 10:30:00
1360,2021-08-20 10:48:00,2021-08-20 10:49:00
1361,2021-08-20 14:09:00,2021-08-20 14:12:00
1362,2021-08-23 09:27:00,2021-08-23 09:30:00
1363,2021-08-24 14:29:00,2021-08-24 14:32:00
1364,2021-08-26 09:57:00,2021-08-26 10:00:00
1365,2021-08-26 10:16:00,2021-08-26 10:19:00
1366,2021-08-26 12:23:00,2021-08-26 12:26:00
1367,2021-08-30 14:09:00,2021-08-30 14:12:00
1368,2021-09-10 10:19:00,2021-09-10 10:22:00
1369,2021-09-13 09:27:00,2021-09-13 09:30:00
1370,2021-09-27 09:26:00,2021-09-27 09:27:00
1371,2021-09-29 10:14:00,2021-09-29 10:17:00
1372,2021-10-01 09:57:00,2021-10-01 09:59:00
1373,2021-10-01 10:10:00,2021-10-01 10:13:00
1374,2021-10-05 09:52:00,2021-10-05 09:55:00
1375,2021-10-05 10:34:00,2021-10-05 10:37:00
1376,2021-10-05 11:30:00,2021-10-05 11:33:00
1377,2021-10-06 10:37:00,2021-10-06 10:40:00
1378,2021-10-06 10:58:00,2021-10-06 11:01:00
1379,2021-10-06 11:42:00,2021-10-06 11:45:00
1380,2021-10-07 09:25:00,2021-10-07 09:28:00
1381,2021-10-07 10:01:00,2021-10-07 10:04:00
1382,2021-10-07 10:28:00,2021-10-07 10:31:00
1383,2021-10-08 09:11:00,2021-10-08 09:14:00
1384,2021-10-08 09:31:00,2021-10-08 09:34:00
1385,2021-10-08 10:14:00,2021-10-08 10:17:00
1386,2021-10-12 09:26:00,2021-10-12 09:29:00
1387,2021-10-12 09:43:00,2021-10-12 09:46:00
1388,2021-10-15 09:43:00,2021-10-15 09:46:00
1389,2021-10-15 10:13:00,2021-10-15 10:16:00
1390,2021-10-18 09:14:00,2021-10-18 09:17:00
1391,2021-10-18 15:16:00,2021-10-18 15:19:00
1392,2021-10-20 10:52:00,2021-10-20 10:55:00
1393,2021-10-21 09:51:00,2021-10-21 09:54:00
1394,2021-10-22 09:52:00,2021-10-22 09:55:00
1395,2021-10-25 09:18:00,2021-10-25 09:21:00
1396,2021-10-27 09:22:00,2021-10-27 09:25:00
1397,2021-10-28 10:03:00,2021-10-28 10:06:00
1398,2021-11-03 11:11:00,2021-11-03 11:14:00
1399,2021-11-04 10:34:00,2021-11-04 10:37:00
1400,2021-11-05 10:12:00,2021-11-05 10:15:00
1401,2021-11-08 09:37:00,2021-11-08 09:40:00
1402,2021-11-08 10:03:00,2021-11-08 10:06:00
1403,2021-11-09 09:28:00,2021-11-09 09:31:00
1404,2021-11-09 10:10:00,2021-11-09 10:13:00
1405,2021-11-10 10:15:00,2021-11-10 10:18:00
1406,2021-11-11 10:02:00,2021-11-11 10:05:00
1407,2021-11-11 10:23:00,2021-11-11 10:26:00
